Date,Open,Close
1/4/2016 16:00:00,183.77,184.31
1/5/2016 16:00:00,184.57,184.64
1/6/2016 16:00:00,181.93,182.3
1/7/2016 16:00:00,179.15,177.86
1/8/2016 16:00:00,178.97,175.97
1/11/2016 16:00:00,177.04,175.99
1/12/2016 16:00:00,177.75,177.45
1/13/2016 16:00:00,178.43,173.11
1/14/2016 16:00:00,173.79,175.92
1/15/2016 16:00:00,171.2,172.15
1/19/2016 16:00:00,174.2,172.34
1/20/2016 16:00:00,169.59,170.32
1/21/2016 16:00:00,170.79,171.15
1/22/2016 16:00:00,174.03,174.66
1/25/2016 16:00:00,174.1,172.07
1/26/2016 16:00:00,172.85,174.4
1/27/2016 16:00:00,173.89,172.42
1/28/2016 16:00:00,174.13,173.36
1/29/2016 16:00:00,174.34,177.75
2/1/2016 16:00:00,176.61,177.59
2/2/2016 16:00:00,175.86,174.37
2/3/2016 16:00:00,175.47,175.39
2/4/2016 16:00:00,174.95,175.61
2/5/2016 16:00:00,175.04,172.31
2/8/2016 16:00:00,170.29,169.94
2/9/2016 16:00:00,168.18,169.99
2/10/2016 16:00:00,170.93,169.88
2/11/2016 16:00:00,167.26,167.7
2/12/2016 16:00:00,169.54,171.14
2/16/2016 16:00:00,173.2,174.01
2/17/2016 16:00:00,175.32,176.86
2/18/2016 16:00:00,177.2,176.11
2/19/2016 16:00:00,175.28,176.07
2/22/2016 16:00:00,177.78,178.59
2/23/2016 16:00:00,177.92,176.35
2/24/2016 16:00:00,174.79,177.18
2/25/2016 16:00:00,177.7,179.31
2/26/2016 16:00:00,180.2,178.98
2/29/2016 16:00:00,178.94,177.38
3/1/2016 16:00:00,178.84,181.75
3/2/2016 16:00:00,181.36,182.52
3/3/2016 16:00:00,182.27,183.19
3/4/2016 16:00:00,183.45,183.78
3/7/2016 16:00:00,182.85,183.98
3/8/2016 16:00:00,182.83,181.91
3/9/2016 16:00:00,182.85,182.91
3/10/2016 16:00:00,183.38,183.01
3/11/2016 16:00:00,184.57,185.98
3/14/2016 16:00:00,185.4,185.7
3/15/2016 16:00:00,184.7,185.46
3/16/2016 16:00:00,184.88,186.57
3/17/2016 16:00:00,186.42,187.75
3/18/2016 16:00:00,188.35,188.45
3/21/2016 16:00:00,187.18,187.73
3/22/2016 16:00:00,186.89,187.63
3/23/2016 16:00:00,187.18,186.43
3/24/2016 16:00:00,185.25,186.3
3/28/2016 16:00:00,186.76,186.43
3/29/2016 16:00:00,185.99,188.22
3/30/2016 16:00:00,189.17,189.01
3/31/2016 16:00:00,188.85,188.56
4/1/2016 16:00:00,187.4,189.77
4/4/2016 16:00:00,189.74,189.17
4/5/2016 16:00:00,187.74,187.25
4/6/2016 16:00:00,187.39,189.29
4/7/2016 16:00:00,188.17,187.06
4/8/2016 16:00:00,188.31,187.57
4/11/2016 16:00:00,188.26,187.08
4/12/2016 16:00:00,187.29,188.9
4/13/2016 16:00:00,189.88,190.79
4/14/2016 16:00:00,190.84,190.77
4/15/2016 16:00:00,190.8,190.56
4/18/2016 16:00:00,189.99,191.94
4/19/2016 16:00:00,192.36,192.52
4/20/2016 16:00:00,192.6,192.68
4/21/2016 16:00:00,192.7,191.61
4/22/2016 16:00:00,191.3,191.66
4/25/2016 16:00:00,191.07,191.35
4/26/2016 16:00:00,191.72,191.63
4/27/2016 16:00:00,191.21,192.03
4/28/2016 16:00:00,191.22,190.3
4/29/2016 16:00:00,189.62,189.22
5/2/2016 16:00:00,189.81,190.73
5/3/2016 16:00:00,189.44,189.1
5/4/2016 16:00:00,187.99,187.99
5/5/2016 16:00:00,188.57,187.97
5/6/2016 16:00:00,187.21,188.65
5/9/2016 16:00:00,188.55,188.85
5/10/2016 16:00:00,189.61,191.19
5/11/2016 16:00:00,190.71,189.4
5/12/2016 16:00:00,190.14,189.51
5/13/2016 16:00:00,189.1,187.76
5/16/2016 16:00:00,187.98,189.63
5/17/2016 16:00:00,189.35,187.96
5/18/2016 16:00:00,187.5,187.93
